city,rent_weekly,income_weekly,transport_weekly,grocery_weekly,tuition_weekly,study_hours,work_hours,commute_hours,total_expenses,savings_weekly,financial_stress
Sydney,553,492,59,56,241,44,14,2.7717319157572646,909,-417,1
Melbourne,326,459,37,53,170,30,18,1.7960188618364397,586,-127,1
Sydney,274,677,28,140,313,41,14,0.687360031746242,755,-78,1
Melbourne,560,689,52,101,278,36,4,0.7756918206914172,991,-302,1
Brisbane,403,568,51,138,164,35,18,1.4587725612318476,756,-188,1
Brisbane,248,593,36,80,320,32,6,2.8505854821822236,684,-91,1
Melbourne,278,385,38,124,151,41,5,2.232272878920202,591,-206,1
Sydney,440,588,46,133,322,24,18,2.669047165472831,941,-353,1
Sydney,548,363,25,85,129,39,16,1.4161416158499491,787,-424,1
Sydney,353,234,54,103,284,35,9,0.6080342488749958,794,-560,1
Sydney,473,234,56,103,306,47,18,2.9357940930110353,938,-704,1
Brisbane,295,638,53,66,309,41,10,0.5429324766559238,723,-85,1
Brisbane,413,214,39,124,198,41,14,2.8691291327027226,774,-560,1
Brisbane,493,213,44,79,341,35,9,1.4216935596228617,957,-744,1
Brisbane,408,492,23,148,257,35,10,0.5252260125547038,836,-344,1
Brisbane,542,501,29,71,197,33,2,2.2228930793112704,839,-338,1
Sydney,287,307,29,92,141,25,2,2.9513507600783853,549,-242,1
Sydney,505,640,43,76,238,21,17,2.914064307093981,862,-222,1
Sydney,463,612,40,86,126,33,10,0.9023425280060461,715,-103,1
Sydney,589,374,30,95,251,35,19,0.9531195151653875,965,-591,1
Brisbane,524,462,46,84,326,42,17,1.9138472865491503,980,-518,1
Brisbane,576,615,35,53,266,49,14,2.0932620660708112,930,-315,1
Brisbane,519,237,45,129,171,39,6,2.3485447841646643,864,-627,1
Melbourne,356,452,49,129,342,32,9,0.9526259011803688,876,-424,1
Sydney,355,584,35,134,117,34,19,2.897517716911086,641,-57,1
Sydney,338,284,26,75,176,31,9,2.0968481407230946,615,-331,1
Brisbane,320,199,35,149,144,28,12,2.617617297176387,648,-449,1
Sydney,264,581,54,68,315,45,14,1.8501642882104294,701,-120,1
Sydney,306,489,35,130,214,37,17,1.5356921189747066,685,-196,1
Brisbane,346,496,59,94,186,40,3,2.9429572664874897,685,-189,1
Melbourne,336,496,31,75,239,33,19,1.9553034270495901,681,-185,1
Melbourne,361,394,54,71,276,39,16,2.667183956997947,762,-368,1
Melbourne,299,258,40,107,321,44,2,2.8832309909157248,767,-509,1
Brisbane,537,682,55,112,258,23,1,2.188386567521648,962,-280,1
Sydney,598,239,36,77,191,27,3,1.8723466962966873,902,-663,1
Brisbane,506,445,51,114,121,27,0,0.5087771272766266,792,-347,1
Brisbane,340,261,25,93,271,41,14,0.6000491018475149,729,-468,1
